studyName,Sample Number,Species,Region,Island,Stage,Individual ID,Clutch Completion,Date Egg,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Delta 15 N (o/oo),Delta 13 C (o/oo),Comments
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053716_77955,Yes,11/11/07,55.3,15.7,215.0,3606.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053716_34891,Yes,11/11/07,34.5,14.7,192.0,5332.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053716_62238,Yes,11/11/07,50.4,20.5,221.0,6151.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053716_7336,Yes,11/11/07,39.1,17.2,219.0,3628.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053716_35317,Yes,11/11/07,35.4,13.3,180.0,2937.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053716_11683,Yes,11/11/07,40.2,19.8,213.0,5890.0,.,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053716_56542,Yes,11/11/07,48.5,16.9,220.0,4959.0,.,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053716_7273,Yes,11/11/07,56.1,19.3,222.0,2733.0,.,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053716_63127,Yes,11/11/07,53.7,13.4,227.0,5162.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053716_39952,Yes,11/11/07,35.0,15.4,221.0,4148.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053717_7030,Yes,11/11/07,38.9,18.9,194.0,5197.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053717_64813,Yes,11/11/07,34.4,18.6,204.0,3380.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053717_92430,Yes,11/11/07,56.4,14.6,174.0,3956.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053717_73051,Yes,11/11/07,52.5,15.3,228.0,3244.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_15592,Yes,11/11/07,53.8,17.3,186.0,3564.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053717_84397,Yes,11/11/07,55.4,16.4,215.0,3828.0,.,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053717_55037,Yes,11/11/07,48.9,17.3,229.0,4250.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_61378,Yes,11/11/07,46.5,20.5,193.0,6262.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_46844,Yes,11/11/07,49.0,14.7,190.0,2949.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_87203,Yes,11/11/07,38.9,19.4,215.0,4701.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053717_1782,Yes,11/11/07,41.9,16.4,179.0,4528.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053717_64616,Yes,11/11/07,35.5,14.1,183.0,5369.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_62010,Yes,11/11/07,47.2,18.3,176.0,3738.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_77276,Yes,11/11/07,55.4,19.4,187.0,4198.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_48179,Yes,11/11/07,41.3,20.2,190.0,5412.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_53028,Yes,11/11/07,38.0,15.6,198.0,6266.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_67936,Yes,11/11/07,53.8,15.6,223.0,3538.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053717_17793,Yes,11/11/07,50.5,18.9,217.0,5280.0,.,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053717_23618,Yes,11/11/07,47.8,14.2,172.0,4507.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053717_70973,Yes,11/11/07,53.5,19.2,178.0,4183.0,.,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_45923,Yes,11/11/07,47.7,17.5,178.0,5013.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053717_30412,Yes,11/11/07,42.6,16.4,182.0,4548.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053717_41685,Yes,11/11/07,56.4,18.2,227.0,4597.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053717_3031,Yes,11/11/07,34.1,21.5,189.0,5905.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_30563,Yes,11/11/07,51.7,20.5,222.0,3094.0,.,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_61832,Yes,11/11/07,35.7,14.5,192.0,4825.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053717_35935,Yes,11/11/07,36.4,21.0,227.0,4592.0,.,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_55407,Yes,11/11/07,47.5,14.1,187.0,5684.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053717_91024,Yes,11/11/07,42.9,13.2,211.0,4829.0,.,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053717_31868,Yes,11/11/07,58.8,15.4,202.0,5543.0,.,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053717_72374,Yes,11/11/07,38.3,18.4,205.0,5852.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053717_25007,Yes,11/11/07,48.7,17.3,180.0,3707.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053717_7969,Yes,11/11/07,41.0,13.4,215.0,6034.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_20627,Yes,11/11/07,55.9,18.0,208.0,3980.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053717_37022,Yes,11/11/07,39.9,19.8,222.0,4669.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_52612,Yes,11/11/07,41.5,21.5,199.0,3111.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053717_98990,Yes,11/11/07,51.3,16.0,190.0,5403.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053717_83958,Yes,11/11/07,34.5,17.9,193.0,5597.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053717_95991,Yes,11/11/07,44.7,19.1,223.0,5770.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_34299,Yes,11/11/07,55.2,16.2,188.0,4996.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053717_49032,Yes,11/11/07,44.3,16.5,186.0,3221.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053717_99520,Yes,11/11/07,32.6,14.3,211.0,4067.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053717_80046,Yes,11/11/07,46.6,16.6,210.0,4446.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053717_10834,Yes,11/11/07,51.7,18.9,180.0,3468.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053717_37003,Yes,11/11/07,52.1,19.8,214.0,4740.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_71361,Yes,11/11/07,39.1,16.8,210.0,5509.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053717_46739,Yes,11/11/07,56.9,14.4,173.0,4613.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_9610,Yes,11/11/07,47.3,16.4,213.0,4963.0,.,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_1693,Yes,11/11/07,57.4,20.2,191.0,5802.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053717_20203,Yes,11/11/07,35.0,19.7,200.0,5626.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_32411,Yes,11/11/07,55.1,13.8,224.0,3936.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_62410,Yes,11/11/07,51.6,18.9,204.0,6052.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053717_28557,Yes,11/11/07,34.2,18.4,185.0,3400.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_38528,Yes,11/11/07,54.6,18.3,215.0,2728.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_9306,Yes,11/11/07,46.3,13.7,187.0,5610.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_97430,Yes,11/11/07,58.9,20.8,184.0,3892.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_50466,Yes,11/11/07,51.4,14.0,219.0,5986.0,.,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053717_99337,Yes,11/11/07,33.5,17.0,173.0,4740.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_89734,Yes,11/11/07,32.3,16.4,182.0,3853.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_68868,Yes,11/11/07,33.7,21.3,184.0,3790.0,.,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053717_4453,Yes,11/11/07,57.8,17.2,226.0,3433.0,.,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053717_66812,Yes,11/11/07,54.6,14.5,179.0,3232.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053717_90007,Yes,11/11/07,49.5,18.7,189.0,5114.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_76672,Yes,11/11/07,53.9,19.6,211.0,5044.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053717_44187,Yes,11/11/07,59.0,15.6,220.0,4289.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053717_42958,Yes,11/11/07,40.6,16.5,226.0,5795.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053717_83802,Yes,11/11/07,48.1,16.6,219.0,2758.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_82621,Yes,11/11/07,32.7,18.7,182.0,5522.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053718_18138,Yes,11/11/07,55.9,20.0,197.0,3083.0,.,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053718_11117,Yes,11/11/07,37.8,14.5,180.0,6160.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_80674,Yes,11/11/07,45.2,18.9,205.0,5652.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053718_23676,Yes,11/11/07,42.0,18.9,191.0,4030.0,.,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_33444,Yes,11/11/07,56.2,18.7,200.0,2749.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053718_87291,Yes,11/11/07,41.7,18.9,227.0,5411.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_42462,Yes,11/11/07,51.4,17.7,182.0,3887.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053718_96782,Yes,11/11/07,41.8,19.2,224.0,3553.0,.,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_220,Yes,11/11/07,48.6,15.9,228.0,3494.0,.,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053718_3565,Yes,11/11/07,52.4,18.8,200.0,4242.0,.,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_47896,Yes,11/11/07,58.0,16.2,182.0,2777.0,.,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053718_32941,Yes,11/11/07,52.1,20.2,203.0,3480.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053718_90314,Yes,11/11/07,39.7,13.7,217.0,6023.0,.,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_65824,Yes,11/11/07,56.4,19.6,214.0,6244.0,.,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053718_50313,Yes,11/11/07,58.8,18.3,210.0,6065.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_97981,Yes,11/11/07,32.8,19.3,203.0,5286.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053718_40151,Yes,11/11/07,39.6,19.5,187.0,5541.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053718_28193,Yes,11/11/07,50.5,14.4,176.0,4617.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053718_5816,Yes,11/11/07,57.3,18.8,176.0,3182.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_36591,Yes,11/11/07,56.6,14.0,230.0,3738.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053718_52810,Yes,11/11/07,39.9,18.9,186.0,4413.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053718_42539,Yes,11/11/07,36.6,15.9,205.0,5872.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_71979,Yes,11/11/07,33.7,18.7,212.0,3173.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_58196,Yes,11/11/07,39.3,18.9,200.0,3848.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053718_20200,Yes,11/11/07,57.6,19.2,175.0,3473.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_790,Yes,11/11/07,47.3,17.9,212.0,5956.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053718_1882,Yes,11/11/07,33.7,17.6,213.0,5586.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053718_97083,Yes,11/11/07,42.6,16.3,209.0,3141.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053718_76584,Yes,11/11/07,35.4,17.7,195.0,5044.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053718_20287,Yes,11/11/07,47.2,17.5,214.0,3290.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053718_30269,Yes,11/11/07,59.3,20.7,211.0,5100.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_39140,Yes,11/11/07,34.4,20.0,215.0,5178.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053718_86239,Yes,11/11/07,33.7,17.1,212.0,2945.0,.,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053718_94349,Yes,11/11/07,33.6,17.3,224.0,5047.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_29747,Yes,11/11/07,39.1,18.6,196.0,5617.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053718_45056,Yes,11/11/07,36.5,20.7,202.0,3428.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_44531,Yes,11/11/07,44.3,18.4,223.0,3661.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053718_89390,Yes,11/11/07,57.7,16.3,187.0,6261.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053718_39455,Yes,11/11/07,57.4,13.8,181.0,3384.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_33624,Yes,11/11/07,34.0,16.2,224.0,3215.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_88937,Yes,11/11/07,36.8,15.5,191.0,5270.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_36081,Yes,11/11/07,40.0,16.7,182.0,4673.0,.,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053718_61069,Yes,11/11/07,54.3,16.1,211.0,4708.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053718_17591,Yes,11/11/07,47.8,13.4,189.0,3745.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_70407,Yes,11/11/07,47.9,20.3,186.0,3922.0,MALE,,,Not enough blood for isotopes.
